"Subject" "Activity" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAcc-meanFreq()-X" "fBodyAcc-meanFreq()-Y" "fBodyAcc-meanFreq()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyAccJerk-meanFreq()-X" "fBodyAccJerk-meanFreq()-Y" "fBodyAccJerk-meanFreq()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyGyro-meanFreq()-X" "fBodyGyro-meanFreq()-Y" "fBodyGyro-meanFreq()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyAccMag-meanFreq()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyAccJerkMag-meanFreq()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroMag-meanFreq()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()" "fBodyBodyGyroJerkMag-meanFreq()" "angle(tBodyAccMean,gravity)" "angle(tBodyAccJerkMean),gravityMean)" "angle(tBodyGyroMean,gravityMean)" "angle(tBodyGyroJerkMean,gravityMean)" "angle(X,gravityMean)" "angle(Y,gravityMean)" "angle(Z,gravityMean)"
6 "STANDING" 0.233191994929825 -0.04059684107 -0.0940485912807018 -0.585868738070175 -0.325588852929825 -0.538901155164912 0.579680599421053 -0.0558695852614035 0.197349668894737 -0.926943941052632 -0.910614942596491 -0.906042355263158 0.0987158980526316 0.0184830327742105 -0.0214962228507018 -0.521192206196491 -0.426782324770175 -0.71058578631579 -0.0411450212017544 -0.0663082340245614 0.113494820489474 -0.632636710473684 -0.514348185807018 -0.63383889 -0.0800335493578947 -0.038325409454386 -0.0535779655403509 -0.550631701929825 -0.651794927017544 -0.677585752807017 -0.471241507859649 -0.468299772298246 -0.471241507859649 -0.468299772298246 -0.544003832140351 -0.470410005370877 -0.504451657491228 -0.473958886631579 -0.637456781929825 -0.635293603333333 -0.549515750736842 -0.365105372759649 -0.594971896666667 -0.602482865087719 -0.350051312212632 -0.546035128122807 -0.158041705445614 0.0173498097754386 0.0732668735578947 -0.549730900842105 -0.469498717278947 -0.688726564912281 -0.534883856473684 -0.420156965680702 -0.730866454912281 -0.0551777334210526 -0.253204222301754 -0.0819107603684211 -0.545586076838597 -0.53923927062807 -0.586469651754386 -0.661289071184211 -0.503812601208772 -0.685150798596491 -0.0845151089040351 -0.110057947273684 -0.00874917585438596 -0.460425277394737 -0.562728698701754 0.0657248256140351 -0.460586420218596 -0.488213059022807 0.147832197507018 -0.513806653485965 -0.540571555157895 0.0278350819642105 -0.639578074561403 -0.656404324561404 0.0752925355438596 0.0881739133054386 -0.0212741277736842 0.0116215152719298 -0.0149803478140351 -0.412378566140351 0.108034037719298 -0.157937916070175
6 "WALKING" 0.27504613122807 -0.0151447940719298 -0.105132698894737 -0.516383993859649 -0.452919905419298 -0.615846098754386 0.631304621754386 -0.00844664649122807 0.220382524877193 -0.966901233333333 -0.966421264210526 -0.958124640701754 0.0879208397929825 -0.00290437855175438 -0.00189483771473684 -0.534610690052632 -0.492228415054386 -0.712471947368421 -0.0273176865333333 -0.0906168696508772 0.0543529441754386 -0.678844687105263 -0.735371856842105 -0.590939629736842 -0.0852227925263158 -0.0309399809649123 -0.040982415154386 -0.659891604561403 -0.818222730526316 -0.687379385964912 -0.475608215108772 -0.554471038192982 -0.475608215108772 -0.554471038192982 -0.55714439092807 -0.523008763096491 -0.60329642245614 -0.677013118596491 -0.749546262280702 -0.773190670175439 -0.558617743996491 -0.463562895445614 -0.650598065087719 -0.501729430666667 -0.482742895701754 -0.627896462280702 -0.264356813864912 0.0664426334631579 0.120861576252632 -0.560576245680702 -0.519149377745614 -0.696872157894737 -0.549321126061403 -0.498016101385965 -0.727307086842105 0.0365572113789474 -0.139832065649123 -0.0493666155087719 -0.61090126322807 -0.742362730175439 -0.585392277224561 -0.701803122894737 -0.73403886631579 -0.632209649573684 -0.0702776283578947 -0.199576155912281 0.00135280444912281 -0.520888159789474 -0.646057126824561 0.109672583341053 -0.532353497523158 -0.51735117221579 0.161300019464561 -0.707476704035088 -0.712981762807018 -0.028243961722807 -0.784907091929825 -0.77592702245614 0.173613395305263 -0.00103506896421053 -0.0493909342164912 0.120081990129825 -0.0852297842280702 -0.425043590350877 0.0818196366350877 -0.155943556508772
6 "WALKING_DOWNSTAIRS" 0.271368011458333 -0.0178284339810417 -0.114242950166667 -0.657383222520833 -0.596388417870833 -0.705983175208333 0.767492526041667 0.0609735734375 0.195239441757708 -0.979207627708333 -0.956105546875 -0.94685413625 0.0964966155833333 0.00304238961666667 0.016025816196875 -0.7214624813125 -0.688111851685438 -0.808773298541667 -0.00587030285416667 -0.0705575095270833 0.0974132370791667 -0.764595399375 -0.801719928541667 -0.708048398541667 -0.112221023352083 -0.0497400900291667 -0.0417876374166667 -0.7633743425 -0.87742953 -0.795947526875 -0.617233707729167 -0.660250873208333 -0.617233707729167 -0.660250873208333 -0.721341112041667 -0.71663447625 -0.685619418958333 -0.761797131041667 -0.830689527083333 -0.849387990208333 -0.6867490525 -0.620300023770833 -0.744952046041667 -0.647598312333333 -0.61043333953125 -0.710074919291667 -0.262660384729167 -0.0118494354375 0.0435046418541667 -0.730913746895833 -0.708955845729167 -0.796040293958333 -0.736633204583333 -0.686512299060417 -0.820086630208333 -0.0287743733541667 -0.215723611354167 -0.1119244670525 -0.720931600916667 -0.820785926458333 -0.7115197375 -0.779452858125 -0.794296108125 -0.734328155625 -0.10916358676875 -0.210537413725 -0.0421373755583333 -0.664047151125 -0.7112891960625 -0.00528211716666667 -0.7128111886875 -0.723504549375 0.17296178820625 -0.789651309375 -0.784868204375 -0.130458240708333 -0.850465294166667 -0.858429087291667 0.144487735547521 0.0430560495872917 0.0464550758854167 -0.110018903179167 0.0374571823020833 -0.618481802520833 0.0311399015541667 -0.121241063135417
6 "WALKING_UPSTAIRS" 0.269986175098039 -0.0199793300509804 -0.107375714476471 -0.61521404372549 -0.561788959941177 -0.633569632156863 0.566045557058824 -0.0315200651764706 -0.0217506199607843 -0.971899674313725 -0.962598299803922 -0.93895838745098 0.0309143566960784 0.0513338902862745 0.00755017864784314 -0.648695690870588 -0.623305741345098 -0.792586130784314 -0.0640086847623529 -0.0312751036703725 0.0763665535843137 -0.755227441843137 -0.698648397254902 -0.62874233472549 -0.0942868411764706 -0.0563945672784314 -0.0326721882666667 -0.730021497843137 -0.832646891764706 -0.767795935686274 -0.576145484847059 -0.614786043862745 -0.576145484847059 -0.614786043862745 -0.671252421568627 -0.641762641764706 -0.621507854784314 -0.703004745176471 -0.791721984509804 -0.822695230980392 -0.616816439960784 -0.559092745372549 -0.673833303921569 -0.614985407431373 -0.591800848980392 -0.640918708235294 -0.196687930388235 0.0978048274705882 0.0383805497 -0.651803714980392 -0.637146304764706 -0.766680159411765 -0.677988606078431 -0.634636343096078 -0.817791385098039 -0.0325793940392157 -0.181657854901961 -0.134341289652941 -0.692908398770588 -0.736456717843137 -0.646850035882353 -0.775970322568627 -0.680706039372549 -0.658029431196078 0.00955855101960784 -0.237866153043137 -0.0534703424392157 -0.610210601803922 -0.677765737582353 0.126756291870588 -0.624261067892157 -0.666992902333333 0.266231086131373 -0.738238942156863 -0.730908327786274 -0.0292440506690196 -0.824817975882353 -0.832615120784314 0.116256242494118 0.108540945066667 0.0584032029607843 0.0791977669607843 -0.0593729676686274 -0.398810738039216 0.0899446159215686 0.0550267472156863
7 "LAYING" 0.273403121730769 -0.0160494324884615 -0.112709735769231 -0.647484124755769 -0.625093586894231 -0.731069880788462 0.850523107826923 -0.0249346066730769 -0.0695913693076923 -0.968024143076923 -0.954102814038462 -0.947239510961538 0.0407902207519231 0.00455441105461538 0.0343070977592308 -0.706297716557692 -0.692165466363462 -0.815597939423077 -0.0752400569230769 -0.00681514094038461 0.0659548106269231 -0.80010554475 -0.794775105 -0.751364235192308 -0.107079663923077 -0.0524937760961538 -0.0464069727696154 -0.838971987884615 -0.857740803846154 -0.834721490576923 -0.625131824357692 -0.633770488634615 -0.625131824357692 -0.633770488634615 -0.727089699942308 -0.687279602307692 -0.704934080286538 -0.774523338384615 -0.850607807307692 -0.857577904230769 -0.68450290375 -0.639566929230769 -0.756952833653846 -0.634326304903846 -0.642148801076923 -0.7403344685 -0.162355139971154 0.0498489734730769 0.0746025466596154 -0.724978803688462 -0.704272687457692 -0.801538560192308 -0.713928050153846 -0.700626032519231 -0.828306572307692 0.0607231329615385 -0.1164568203 -0.0648413298711538 -0.774754240096154 -0.807644806346154 -0.757832065769231 -0.809205900153846 -0.789134768076923 -0.772664380576923 -0.0841395977692308 -0.158888550692308 -0.0113223988826923 -0.648984794769231 -0.683077652365385 0.0488609065 -0.686300051153846 -0.690337013076923 0.232485333421154 -0.798833104615385 -0.798161965192308 -0.0779241980807692 -0.862812711153846 -0.861203454615385 0.221473816617308 0.0776042381030769 0.094776452375 0.0905040248461538 0.0398436762115385 -0.707967066730769 0.0895810846923077 0.0691382530623077
7 "SITTING" 0.279669394375 -0.021237975625 -0.10329504875 -0.509523766225 -0.34100074716875 -0.339614361970833 0.726649681875 -0.0771167910208333 -0.125632920170833 -0.96703402875 -0.959576038541667 -0.931904374583333 0.0775264925583333 0.0153088104375 0.0166476954395833 -0.5185091293125 -0.5033703409375 -0.626663210791667 0.0254334822875 -0.102407447520833 0.0260175770854167 -0.644149894375 -0.473601263514583 -0.421629438702083 -0.12581842933125 -0.03263161434375 -0.0209873197729167 -0.694181152708333 -0.651595519854167 -0.669831617916667 -0.3866515705 -0.461531648208333 -0.3866515705 -0.461531648208333 -0.511733688404167 -0.520833794125 -0.410276058966667 -0.490123764416667 -0.657921040458333 -0.682249939708333 -0.506178818270833 -0.387153598966667 -0.442794114541667 -0.511676200541667 -0.361190474270833 -0.340904059310417 -0.2549725254375 -0.013509978725 -0.0649151054375 -0.531180158502083 -0.5198102754125 -0.586506902995833 -0.549407783508333 -0.521093169291667 -0.6662348633375 -0.078625394425 -0.2298142549 -0.17880381919375 -0.602471663416667 -0.5083220391875 -0.469663028172917 -0.660227069395833 -0.462931048416667 -0.462612970041667 -0.147883500195833 -0.174205902539583 -0.130367495089583 -0.443644328479167 -0.558115418020833 0.0597658409375 -0.489834464104167 -0.567120967333333 0.220392817108333 -0.549758925260417 -0.542348825625 -0.03589867656875 -0.669261338297917 -0.724099604375 0.184527637354167 -0.0205663085952083 0.0318386380604167 -0.1183147077625 0.11314522006875 -0.51053007 0.1243991735 0.104040293925
7 "STANDING" 0.257143790471698 -0.00470176593358491 -0.100313470811321 -0.745809547358491 -0.576993006281132 -0.69363600245283 0.584267861358491 0.21639789879434 0.100837743566038 -0.960156861509434 -0.939710201698113 -0.928640910188679 0.0870086319566038 0.035364336390566 0.00456059567735849 -0.709896535528302 -0.63992141164717 -0.836422937735849 -0.048147101194717 -0.0592916701320755 0.095297519845283 -0.812218870943396 -0.675388109012264 -0.748082757358491 -0.0872658381811321 -0.0417655279245283 -0.0551777312975472 -0.737050103584906 -0.778342961509434 -0.802834034339623 -0.657861522981132 -0.678567889283019 -0.657861522981132 -0.678567889283019 -0.712405724490566 -0.703973711528302 -0.678138891 -0.69913300145283 -0.771241140377358 -0.785583809056604 -0.728149061320755 -0.605686533973585 -0.745200969056604 -0.753505032830189 -0.590540771205849 -0.69155425245283 -0.1122789521 0.0188463067830189 0.0238771123584906 -0.724100766415094 -0.674137684459264 -0.821558053018868 -0.720922253622642 -0.627020350552453 -0.849993093207547 0.0683864491339623 -0.171419449218868 -0.0705105711320755 -0.766024100943396 -0.702290296207547 -0.735283241698113 -0.827467140943396 -0.662272313443396 -0.775872716037736 -0.0145770746150943 -0.0871061299301887 -0.00989865071320754 -0.676527006924528 -0.734641306792453 0.0632560193207547 -0.697089788939623 -0.714316873320755 0.255930766825094 -0.721781052830189 -0.737120020566038 -0.035358978509434 -0.783189728490566 -0.803922889811321 0.143865671018868 0.0186276969716981 -0.018419310754717 -0.0119657741679245 -0.027687693245283 -0.41568008754717 -0.11583007 -0.0547656923396226
7 "WALKING" 0.280385834333333 -0.0189050395068421 -0.106869147529825 -0.583974702280702 -0.452213352733509 -0.56179519584386 0.692111469824561 -0.0785623372807017 0.0584348591964912 -0.954584179122807 -0.962751221929825 -0.926691350877193 0.10228406065614 0.0223518863512281 -0.0253256375526316 -0.59648491564386 -0.571470928789351 -0.720349129 -0.0388012105701754 -0.0743411785789474 0.104071408261404 -0.739043465614035 -0.704342555087719 -0.619378424789474 -0.0928405638175439 -0.0563649819 -0.0514894966578947 -0.701273989122807 -0.760727449824561 -0.753129850877193 -0.511114231838596 -0.571568469333333 -0.511114231838596 -0.571568469333333 -0.609310572568421 -0.584270449118596 -0.606079175966667 -0.689377064210526 -0.745886775438596 -0.758015272807018 -0.612352017385965 -0.488159881136842 -0.629328991578947 -0.574438964315789 -0.468968411240351 -0.560798431236842 -0.255975705385965 0.000648485342105263 -0.0298539380984211 -0.626452803715789 -0.588241189129825 -0.704639188666667 -0.602795737977193 -0.583005235101754 -0.735008582 -0.0158896930526316 -0.185661410614035 -0.144316774133333 -0.667904605087719 -0.695422713333333 -0.630542676631579 -0.762100108070175 -0.713272763508772 -0.652948879210526 -0.121675167421053 -0.197020801729298 -0.097658031754386 -0.572302287421053 -0.638697251826316 0.0401155707752632 -0.588901514052632 -0.582026692301754 0.266890449394737 -0.706733393508772 -0.732800465087719 0.000616190215789475 -0.768448805087719 -0.762591846842105 0.159311070473684 0.0189788467649123 -0.0117014028736842 -0.0103999437263158 -0.0505134084508772 -0.47370329754386 0.131105913203509 -0.0323952511333333
7 "WALKING_DOWNSTAIRS" 0.27030676787234 -0.0267373906702128 -0.119734535942553 -0.685706595234043 -0.608915882106383 -0.694137120851064 0.614427456595745 0.0452102243617021 0.189087237393617 -0.964316538723404 -0.920577941787234 -0.897848624446808 0.104906183593617 -0.0117707650404255 -0.0015464293793617 -0.758486777212766 -0.712357803170213 -0.829568250425532 -0.0651458457404255 -0.0626578283638298 0.0872204721351064 -0.764481914468085 -0.801152767021277 -0.757022193404255 -0.0778838786382979 -0.0405836901055319 -0.0588600271914894 -0.772482220212766 -0.872315644042553 -0.816142011702128 -0.610820037912766 -0.63481139212766 -0.610820037912766 -0.63481139212766 -0.756168714680851 -0.744877796893617 -0.688840627691489 -0.751039778723404 -0.835518702553191 -0.850721548723404 -0.716428560042553 -0.632936644559574 -0.741948932978723 -0.675531810510638 -0.622482117361702 -0.694442753617021 -0.23337825682766 0.00424636744680851 0.0655528596482979 -0.768311668276596 -0.734061219574468 -0.819621134255319 -0.770392031702128 -0.70819124217234 -0.838159291702128 -0.0464002239744681 -0.252591781276596 -0.137431039757447 -0.722247779744681 -0.817939619574468 -0.745815742297872 -0.779249244787234 -0.795489147021277 -0.783897129574468 -0.155197550331915 -0.140130705893617 -0.0337289308464894 -0.661685620468085 -0.678863920212766 0.0189819067170213 -0.747744913170213 -0.743506233255319 0.202738447978723 -0.78305526106383 -0.774135755106383 -0.0986765885634043 -0.852117774468085 -0.859609877659574 0.0944867385051064 0.0212942190870213 0.0263294031702128 0.0478129269361702 -0.0168607117361702 -0.488114096595745 0.0393369853829787 -0.132455713753191
7 "WALKING_UPSTAIRS" 0.276030210196078 -0.0165825592694118 -0.108539213119608 -0.491916302705882 -0.39847175034902 -0.454717109823529 0.773069581568627 -0.072589358627451 0.0424906652352941 -0.978048643333333 -0.968331599607843 -0.947493518039216 0.0859149456666667 0.0243131313843137 -0.0135571226019608 -0.524179062921569 -0.478739896392157 -0.666738140784314 -0.0515331386764706 -0.0658214828235294 0.0893109493137255 -0.594002497176471 -0.445315167686274 -0.452701044803922 -0.0968193765117647 -0.0493068598647059 -0.0490855533003922 -0.611795103137255 -0.680932591960784 -0.633008407254902 -0.416943733823529 -0.501912895158824 -0.416943733823529 -0.501912895158824 -0.523598850470588 -0.528639547058824 -0.38938485554902 -0.528176408313725 -0.649735768941176 -0.69315079372549 -0.489437777960784 -0.395270044309804 -0.533177922352941 -0.493480900607843 -0.438970553372549 -0.457741343372549 -0.213061722352941 0.0616588984509804 0.0201852441509804 -0.530806927098039 -0.492029392823529 -0.629761006078431 -0.561022143196078 -0.501902663 -0.703084459019608 -0.0887033617058823 -0.212161544160784 -0.102686422337255 -0.54081452372549 -0.505779351546863 -0.471826149705882 -0.613442540588235 -0.417371954641176 -0.497548937352941 -0.0754394479215686 -0.210774926372549 -0.12878740424902 -0.478604643333333 -0.593706857607843 0.133335607664706 -0.503541443764706 -0.565807189941177 0.174493151896078 -0.570699066411765 -0.581484059607843 -0.0145869043607843 -0.686521970784314 -0.724293271372549 0.0949563817921569 0.0252407504647059 -0.0908822913333333 0.0473144743901961 0.0267568879803922 -0.610120168431373 0.124327329684118 -0.0148465536958824
8 "LAYING" 0.280795033333333 -0.0155515451444444 -0.113916165666667 -0.524723309257407 -0.50463411517037 -0.621267640811111 0.521453658703704 -0.0883814621481481 0.173715306263519 -0.966612057592593 -0.964515844814815 -0.947168605555556 0.0388143607222222 0.00349408770055556 0.0301606969368519 -0.591616824481481 -0.590003179333333 -0.750127341944444 -0.0574440607907407 -0.0607033170925926 0.0829070582092593 -0.657852102388889 -0.69928082 -0.675479909574074 -0.131367030474074 -0.0366974028703704 -0.040003402537037 -0.694510174481481 -0.793908440240741 -0.752236537777778 -0.494851323136852 -0.558498779407407 -0.494851323136852 -0.558498779407407 -0.610378179003704 -0.611588969351852 -0.595561780888889 -0.648917135222222 -0.755597249574074 -0.781088957592593 -0.566075221914815 -0.53278811357963 -0.652662717509259 -0.510366443896296 -0.521837977724074 -0.634430293148148 -0.33716929127037 -0.014915768462963 0.0617247908981481 -0.62391582517037 -0.620497190833333 -0.729694200907407 -0.594901018055556 -0.58431227415 -0.768924309444444 -0.104958239551852 -0.188850708851852 -0.119836160312963 -0.603633008166667 -0.714448132037037 -0.66346989212963 -0.67721825057963 -0.69456867037037 -0.710284184814815 -0.127956566762037 -0.223345786627778 -0.0169032683592593 -0.542040514685185 -0.637730097259259 0.0300467232351852 -0.606151933481481 -0.624396996203704 0.226809328275926 -0.689911837942593 -0.683604918462963 -0.0625582710555556 -0.778173725185185 -0.801793124259259 0.204047599037037 -0.00405171471851852 0.0988323179 -0.00783127892592593 0.0340444021666667 -0.33276666012963 0.132180435222222 -0.132699358407407
8 "SITTING" 0.276079187543478 -0.00796863426956522 -0.109188133069565 -0.675727089456522 -0.558419252291304 -0.582314776282609 0.74945209173913 -0.0529330207173913 -0.017085099673913 -0.953957903478261 -0.931601546434783 -0.891586636521739 0.101993453143478 0.00935532906443478 -0.00650198923913043 -0.726664946030435 -0.699839638 -0.795892819478261 0.017953975223913 -0.0815251895804348 0.0380580833521739 -0.806240832173913 -0.696440158369565 -0.639258618695652 -0.0959204441086957 -0.054710715076087 -0.0106120159347826 -0.838185083695652 -0.822170310217391 -0.794585248478261 -0.588324859869565 -0.624225395304348 -0.588324859869565 -0.624225395304348 -0.719120300732609 -0.727418080543478 -0.643847166782609 -0.707505301934783 -0.818895081913043 -0.832376833695652 -0.699355392956522 -0.5990165895 -0.659786148132609 -0.667782772586957 -0.56631362873913 -0.575558513717391 -0.227699213869565 -0.0629011059782609 0.0484248841521739 -0.735288905054348 -0.706839659304348 -0.776994525434783 -0.742626739065217 -0.713639991867391 -0.813325925936957 -0.0745530412478261 -0.236205120547826 -0.164019561847826 -0.777129091304348 -0.726628894782609 -0.65812815673913 -0.816548189347826 -0.682299376956522 -0.667899712826087 -0.210366435347826 -0.242488321776087 -0.091702637523913 -0.630923941456522 -0.680711030247826 0.0344664349043478 -0.711859106391304 -0.750457007004348 0.205853852269565 -0.742603274630435 -0.735620364717391 -0.156270865152174 -0.824737535652174 -0.856014043586957 0.109379570032174 0.00412371787391304 -0.0654969347608696 -0.142455846136957 0.0420307908913043 -0.566927316086957 0.116809186782609 0.0205757886521739
8 "STANDING" 0.269592394074074 -0.0255040148940741 -0.10665058387037 -0.354286858878315 -0.120679296192593 -0.36064779067963 0.883084303703704 -0.241060644648148 -0.0255855357759259 -0.961919015740741 -0.944876649444444 -0.923415597962963 0.0883141745259259 -0.0102001721988889 -0.00970443269518518 -0.426628053888889 -0.35109008612963 -0.674000891740741 0.00854538224444444 -0.10934445062037 0.08202809535 -0.557031081111111 -0.32738261207963 -0.461981049803704 -0.0760881617616667 -0.0402499511611111 -0.0666556968642593 -0.523449018185185 -0.605299104333333 -0.475920281148148 -0.241291788853704 -0.344629232933333 -0.241291788853704 -0.344629232933333 -0.447977417111111 -0.425252702409259 -0.300838320901852 -0.351143880655556 -0.558060846351852 -0.5986661015 -0.382505539944444 -0.227347935088889 -0.525805117425926 -0.345285472856481 -0.126535698077778 -0.33867197522963 -0.296836466172222 -0.056930612287037 -0.106148183425926 -0.453442187148148 -0.396793325074074 -0.649720024092593 -0.450185961592593 -0.345093084764815 -0.696675131296296 -0.248407902074074 -0.389094604666667 -0.265766006348148 -0.455586546333333 -0.451200116164815 -0.375224807166667 -0.592408550740741 -0.274331178962963 -0.544179676666667 -0.0634092002055556 -0.238150198683333 -0.0387802792737037 -0.348727438367407 -0.445649881259259 0.0173646989444444 -0.405540713240741 -0.456165671212963 0.0801719387740741 -0.420389452851852 -0.423011586481481 -0.0514439077585185 -0.599311473944444 -0.628011606444444 0.105993480883333 -0.0184809619259259 -0.0594601278703704 0.000343703685185184 -0.0463003823888889 -0.66188433462963 0.245939734407407 0.0389090412018519
8 "WALKING" 0.281790898541667 -0.0153340049564583 -0.108778857770833 -0.321138796602083 -0.259895698041667 -0.348279925427083 0.786207280833333 -0.103742211520833 0.0608202026875 -0.964706298125 -0.956327493541667 -0.937330100625 0.0737720465002083 0.008218308406875 0.0308526817229167 -0.34345063745625 -0.361196084854167 -0.501461478304375 -0.0299557677404167 -0.0687104358333333 0.07970326215625 -0.564794156458333 -0.474273573791667 -0.458061663260417 -0.144184208208333 -0.04799563725 -0.0450436852083333 -0.561892840416667 -0.562997191145833 -0.5805325673125 -0.2487604774375 -0.364855440708333 -0.2487604774375 -0.364855440708333 -0.355382007933333 -0.33486978886875 -0.387331035016458 -0.4518424590625 -0.550389107166667 -0.569551445270833 -0.338286720535417 -0.280611451708333 -0.369781210875 -0.319211935354167 -0.297378201939583 -0.39186042425 -0.265361577297917 0.000930740095833334 0.113726166097917 -0.36943725365 -0.373571028097917 -0.453653081583333 -0.378329364833333 -0.39447679909525 -0.5496289578625 -0.0472162298125 -0.180568008584792 -0.0910171464 -0.462904185854167 -0.46698399919375 -0.438659149258333 -0.598962422291667 -0.4854456421875 -0.515408846645833 -0.113464069775 -0.138986970439583 -0.0251219055 -0.305667829395833 -0.501279152729167 0.143519463791667 -0.320219886083333 -0.360949326666667 0.1897077497125 -0.468209612133333 -0.543468237270833 0.0814088108125 -0.574882545416667 -0.596104899875 0.209843676854167 -0.051231364575 -0.03208823823125 0.0852357117083333 0.0909559018416667 -0.623034572916667 0.1529901033125 -0.0356384416458333
8 "WALKING_DOWNSTAIRS" 0.266337199473684 -0.0156061606631579 -0.1134500435 -0.535888585315789 -0.473297575921053 -0.585194879447368 0.642374015 -0.00634634905263158 0.0582660448210526 -0.973015598684211 -0.958452728157895 -0.955319503947368 0.0479061670842105 0.0156855332160526 -0.00515352712368421 -0.590695523297368 -0.588922848 -0.751379426315789 -0.0696646995184211 -0.0447838606657895 0.126803830578947 -0.683548652421053 -0.730649379473684 -0.569063597605263 -0.106886661839474 -0.0493991366842105 -0.0712412651 -0.721761755263158 -0.785633973684211 -0.708140481578947 -0.497495329771053 -0.522905257 -0.497495329771053 -0.522905257 -0.622689786578947 -0.582283849473684 -0.588399174736842 -0.629206394289474 -0.757198956842105 -0.767906974210526 -0.559881784134211 -0.507842424026316 -0.635315420526316 -0.527717482184211 -0.490133970392105 -0.591749768947368 -0.268390161789474 -0.0128250265421053 0.0348793946526316 -0.603484328021053 -0.610112622105263 -0.724061330526316 -0.614407091368421 -0.594385838131579 -0.777904646052632 -0.116176836973684 -0.239172038684211 -0.186846220763158 -0.646855915342105 -0.724163044210526 -0.589758936921053 -0.698533479789474 -0.73830845 -0.603651275315789 -0.134966789368421 -0.122077164789474 -0.102185026836842 -0.513786884394737 -0.602328958026316 0.0447032713118421 -0.565296645881579 -0.607779861394737 0.145144361239474 -0.684880550526316 -0.659479127421053 -0.0807827922763158 -0.772793738421053 -0.77811310368421 0.0784790628436842 0.0653218815394737 0.0382561521105263 0.000404431157894737 -0.0479344913157895 -0.481431077631579 0.0752409706842105 -0.0289649493973684
